date,sector,price,s5_key,s5v_key,macro_cell,trend_triad,pivot_type,stereotype,days_to_pivot
1999-07-30,XLK,14.870417594909668,~|~|<|+,<<|<|<|-,P_HOT × V_COLD,DN|DN|DN,NONE,NONE,0
1999-08-02,XLK,14.84138011932373,~|~|<|-,<<|<|<|-,P_NEUTRAL × V_COLD,DN|DN|DN,NONE,NONE,0
1999-08-03,XLK,14.78331470489502,~|~|<|-,<|~|~|+,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
1999-08-04,XLK,14.60331916809082,~|~|<|-,<|<|<|-,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
1999-08-05,XLK,14.719449043273926,~|~|<|+,<|~|~|+,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
1999-08-06,XLK,14.725257873535156,~|~|<|-,<<|<|<|-,P_NEUTRAL × V_COLD,DN|DN|DN,NONE,NONE,0
1999-08-09,XLK,14.556869506835938,~|~|<|-,<<|<|<|-,P_NEUTRAL × V_COLD,DN|DN|DN,NONE,NONE,0
1999-08-10,XLK,14.312990188598633,~|~|<|+,<|<|<|+,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
1999-08-11,XLK,14.77170181274414,~|~|<|+,<|<|<|-,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
1999-08-12,XLK,14.585896492004395,~|~|<|-,<|~|<|-,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
1999-08-13,XLK,15.050414085388184,~|~|~|+,<|<|~|+,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
1999-08-16,XLK,15.096868515014648,~|~|~|+,<<|<|<|-,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
1999-08-17,XLK,15.166547775268555,~|~|~|+,<|<|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
1999-08-18,XLK,14.992345809936523,~|~|~|-,<|~|~|-,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
1999-08-19,XLK,14.84138011932373,~|~|~|-,<|<|<|-,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
1999-08-20,XLK,14.887832641601562,~|~|~|+,<<|<<|<|-,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
1999-08-23,XLK,15.230420112609863,~|~|~|+,<|<|<|+,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
1999-08-24,XLK,15.468484878540039,~|~|~|-,<|~|~|+,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
1999-08-25,XLK,15.79364013671875,~|~|~|+,<|~|~|-,P_NEUTRAL × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
1999-08-26,XLK,15.602027893066406,~|~|>|+,<|<|<|-,P_NEUTRAL × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
1999-08-27,XLK,15.51492977142334,~|~|~|-,<<|<|<|+,P_NEUTRAL × V_COLD,UP|UP|DN,NONE,NONE,0
1999-08-30,XLK,15.259450912475586,~|~|~|-,<<|<<|<|-,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
1999-08-31,XLK,15.39300537109375,~|~|~|+,<|~|~|+,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
1999-09-01,XLK,15.474291801452637,~|~|>|+,<|<|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
1999-09-02,XLK,15.41622543334961,~|~|~|-,<<|<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
1999-09-03,XLK,15.979455947875977,~|>|>|+,<|<|<|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
1999-09-07,XLK,15.98526382446289,~|>|>|-,<|<|<|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
1999-09-08,XLK,15.874944686889648,~|>|>|-,<|<|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
1999-09-09,XLK,16.014301300048828,~|>|>|-,<<|<|<|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
1999-09-10,XLK,16.18848991394043,~|>|>|-,<<|<|<|-,P_HOT × V_COLD,DN|DN|DN,NONE,NONE,0
1999-09-13,XLK,15.9678373336792,~|>|>|-,<<|<|<|-,P_HOT × V_COLD,DN|DN|DN,NONE,NONE,0
1999-09-14,XLK,16.142032623291016,~|>|>|-,<|<|~|+,P_HOT × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
1999-09-15,XLK,15.805253982543945,~|>|~|-,<|<|<|-,P_HOT × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
1999-09-16,XLK,15.735576629638672,~|~|~|-,<|<|<|-,P_HOT × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
1999-09-17,XLK,16.049129486083984,~|~|~|+,<|~|~|+,P_HOT × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
1999-09-20,XLK,16.118806838989258,~|~|~|-,<<|<|<|-,P_HOT × V_COLD,DN|DN|DN,NONE,NONE,0
1999-09-21,XLK,15.787837982177734,~|~|~|-,<<|<|<|+,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
1999-09-22,XLK,15.816866874694824,~|~|~|+,<|~|~|+,P_HOT × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
1999-09-23,XLK,15.236224174499512,~|~|<|-,<|~|~|+,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
1999-09-24,XLK,15.2710599899292,~|~|<|-,<|~|~|+,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
1999-09-27,XLK,15.427840232849121,~|~|<|+,<|<|<|-,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
1999-09-28,XLK,15.497514724731445,~|~|<|-,<<|<|<|-,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
1999-09-29,XLK,15.212995529174805,~|~|<|+,<<|<|<|-,P_NEUTRAL × V_NEUTRAL,DN|DN|UP,NONE,NONE,0
1999-09-30,XLK,15.329123497009277,~|~|<|-,<|~|~|+,P_NEUTRAL × V_NEUTRAL,DN|DN|UP,NONE,NONE,0
